ad_description,ad_last_update,air_conditioner,balcony,bath_num,built_in_wardrobe,chimney,condition,construct_date,energetic_certif,floor,garage,garden,ground_size,heating,house_id,house_type,kitchen,lift,loc_city,loc_district,loc_full,loc_neigh,loc_street,loc_zone,m2_real,m2_useful,obtention_date,orientation,price,reduced_mobility,room_num,storage_room,swimming_pool,terrace,unfurnished
"Una magnífica promoción en la zona de Alaberga Rentería. Un bloque único edificatorio con 30 viviendas de 2 y 3 dormitorios, espectaculares áticos y plantas bajas, todas ellas con terraza, con garaje y trastero incluidos. Una zona residencial tranquila, despejada y con amplias zonas verdes.,Ubicación bien comunicada y múltiples servicios a tu alcance.,Podrás escoger entre los diferentes acabados que ofrecemos para personalizar tu vivienda. Cuenta con cocina equipada, así como suelo radiante (por agua caliente) en toda la vivienda con termostato y contador individual.,Ven a conocer esta nueva promoción de obra nueva, con una excelente relación calidad-precio.,Viviendas de 2 y 3 dormitorios, a partir de 220.000€.,Infórmate mediante cita previa en nuestras nuevas oficinas de Urumea Berri de la calle San Martin nº47 de Donostia. "", ,Precio del inmueble: 220.000 € (incluye garaje y trastero)."" , """"Una magnífica promoción en la zona de Alaberga Rentería. Un bloque único edificatorio con 30 viviendas de 2 y 3 dormitorios, espectaculares áticos y plantas bajas, todas ellas con terraza, con garaje y trastero incluidos. Una zona residencial tranquila, despejada y con amplias zonas verdes.,Ubicación bien comunicada y múltiples servicios a tu alcance.,Podrás escoger entre los diferentes acabados que ofrecemos para personalizar tu vivienda. Cuenta con cocina equipada, así como suelo radiante (por agua caliente) en toda la vivienda con termostato y contador individual.,Ven a conocer esta nueva promoción de obra nueva, con una excelente relación calidad-precio.,Viviendas de 2 y 3 dormitorios, a partir de 220.000€.,Infórmate mediante cita previa en nuestras nuevas oficinas de Urumea Berri de la calle San Martin nº47 de Donostia. "", ,Precio del inmueble: 220.000 € (incluye garaje y trastero).",Anuncio actualizado el 24 de enero,0,0,2,0,0,promoción de obra nueva,,no indicado,exterior,plaza de garaje incluida en el precio,1,,,83577053,Piso,,1,Renteria / Errenteria,Distrito Capuchinos - Galtzaraborda," Calle Irumugarrieta Kalea s/n , Distrito Capuchinos - Galtzaraborda , Renteria / Errenteria , Donostialdea, Guipúzcoa ",Calle Irumugarrieta Kalea s/n,,"Donostialdea, Guipúzcoa",67,,2019-04-01,,220000,0,2,0,0,1,
"Vivienda de 2 habitaciones, sala, cocina y baño con ascensor totalmente reformada. Queda amueblada. Terraza de 30 m2. Aire acondicionado. Armarios empotrados. Calefacción de gas natural. Más información en el teléfono 657 775 737.",Anuncio actualizado el 12 de marzo,1,0,1,1,0,segunda mano/buen estado,,,planta 1ª exterior,,0,,calefacción individual: gas natural,84286494,Piso,,1,Renteria / Errenteria,Distrito Iztieta - Olibet," IZTIETA s/n , Distrito Iztieta - Olibet , Renteria / Errenteria , Donostialdea, Guipúzcoa ",IZTIETA s/n,,"Donostialdea, Guipúzcoa",50,48,2019-04-01,,145000,0,2,0,0,1,
"ERRENTERIA. Iztieta. Luminoso piso de una habitación, sala, cocina, baño y balcón. La cocina-amerciana da a patio pequeño, la sala con salida a balcón, la habitación a patio de manzana abierto de orientación oeste es amplia con un bonito armario empotrado, el baño con ventana a patio pequeño. Los suelos son de parquet flotante, las puertas de sapelly, ventanas exteriores de PVC. Portal y ascensor nuevos a cota cero, . Fachada y tejados hechos. Muy cerca de servicios de transporte público, autobus, tren, comercios, ambulatorio. Primera vivienda o inversión. OPORTUNIDAD!",Anuncio actualizado el 28 de marzo,0,1,1,1,0,segunda mano/buen estado,,en trámite,planta 3ª interior,,0,,no dispone de calefacción,84572462,Piso,,1,Renteria / Errenteria,Distrito Iztieta - Olibet," , Distrito Iztieta - Olibet , Renteria / Errenteria , Donostialdea, Guipúzcoa ",,,"Donostialdea, Guipúzcoa",45,37,2019-04-01,oeste,100000,1,1,0,0,0,
"Ven a visitar esta preciosa vivienda con vistas despejadas a dos minutos del centro, completamente reformada. La vivienda consta de dos habitaciones exteriores,  salón comedor con chimenea de Pellet, cocina equipada completa y baño con ducha. Las puertas y el suelo son de roble. Armarios empotrados. Posibilidad de ascensor. Fachada y tejado rehabilitados. La  ITE esta pasada en el 2018., ,Si desea mas información póngase en contacto con nosotros. Le atenderemos encantados. Gracias.!",Anuncio actualizado el 11 de marzo,0,0,1,0,0,segunda mano/buen estado,1928,en trámite,planta 3ª exterior,,0,,,84618054,Piso,,0,Renteria / Errenteria,Distrito Agustinas," , Distrito Agustinas , Renteria / Errenteria , Donostialdea, Guipúzcoa ",,,"Donostialdea, Guipúzcoa",60,,2019-04-01,,160000,0,2,0,0,0,
"Piso en Errenteria de tres habitaciones, cocina-comedor y baño.,Ventanas y baño reformado. Calefacción.,Ascensor.,Todo exterior. Orientación sur.",Anuncio actualizado el 31 de marzo,0,0,1,0,0,segunda mano/para reformar,,no indicado,planta 10ª exterior,,0,,calefacción individual: gas natural,83586506,Piso,,1,Renteria / Errenteria,Distrito Beraun - Pontika," Pontika, 11 , Distrito Beraun - Pontika , Renteria / Errenteria , Donostialdea, Guipúzcoa ","Pontika, 11",,"Donostialdea, Guipúzcoa",75,63,2019-04-01,sur,160000,0,3,0,0,0,
"Vivienda en zona céntrica de Rentería, Olibet. Buena comunicación, pegado al ambulatorio y a la estación de tren.,La vivienda se distribuye en: tres habitaciones, sala con mirador, cocina y un baño y un aseo. ,Completamente exterior con orientación sureste, novena planta muy soleada. Ascensores y portal recién reformados, fachada y tejados hechos y ningún tipo de derrama pendiente.,La vivienda necesitaría reforma.",Anuncio actualizado el 28 de marzo,0,1,1,0,0,segunda mano/para reformar,1974,en trámite,planta 9ª exterior,,0,,,84759548,Piso,,1,Renteria / Errenteria,Distrito Iztieta - Olibet," Olibet , Distrito Iztieta - Olibet , Renteria / Errenteria , Donostialdea, Guipúzcoa ",Olibet,,"Donostialdea, Guipúzcoa",68,63,2019-04-01,"sur, este",197000,0,3,0,0,0,
"Todo exterior; excelentes vistas; muy luminoso; orientación sur. 2 ascensores. Sin barreras arquitectónicas. 2 balcones cerrados. Amplio tendedero. Instalación de gas hasta la ventana. Trasteros comunitarios. Parques en la zona. Bien comunicado con ambulatorio, colegios e instituto y cajas de ahorros. Parking sin OTA. Precio negociable.",Anuncio actualizado el 22 de marzo,0,1,2,1,0,segunda mano/buen estado,,,planta 8ª exterior,plaza de garaje incluida en el precio,1,,,32085463,Piso,,1,Renteria / Errenteria,Distrito Beraun - Pontika," Calle igantzi, 34 , Distrito Beraun - Pontika , Renteria / Errenteria , Donostialdea, Guipúzcoa ","Calle igantzi, 34",,"Donostialdea, Guipúzcoa",80,,2019-04-01,sur,185000,1,3,1,0,0,
"KAPUTXINOS. VENTA DE VIVIENDA CON 3 DORMITORIOS Y 2 BAÑOS. MUY LUMINOSA. Consta de hall, cocina equipada, sala, 3 dormitorios y 2 baños completos. Balcón cerrado. 4º piso con ascensor. Calefacción comunitaria(caldera nueva). Carpintería exterior con doble ventanal(madera y aluminio). Suelos de baldosa y parqué. Amueblado. Luminoso. Orientación Sur/Norte. Fachada ventilada recién hecha. PARA ENTRAR. Interesados preguntar por Bego en el 636 052 184.",Anuncio actualizado el 29 de marzo,0,1,2,0,0,segunda mano/buen estado,1978,en trámite,planta 4ª exterior,,0,,calefacción central,82272512,Piso,,1,Renteria / Errenteria,Distrito Capuchinos - Galtzaraborda," , Distrito Capuchinos - Galtzaraborda , Renteria / Errenteria , Donostialdea, Guipúzcoa ",,,"Donostialdea, Guipúzcoa",76,,2019-04-01,sur,176000,0,3,0,0,0,
"Vivienda exterior (sala y las dos habitaciones) de 52 mtr2 útiles, baño (plato de ducha) y cocina separada de la sala con un tabique y ventana y puerta metálica a reformar.,Ventanas de aluminio sencillas, calefacción individual de gas (tubería vista), suelos cerámico (cocina, baño y pasillo) sapelly en la sala y pino en las habitaciones, puertas de paso y de entrada de roble americano. Armarios (tipo puente).,Edificio de hormigón con ascensor y rampa para salvar las escaleras que hay desde el portal hasta el ascensor.,La fachada se va a hacer en breve (quedaría pagada), 50 Euros/mes de Comunidad.",Anuncio actualizado el 20 de noviembre,0,1,1,1,0,segunda mano/para reformar,1960,,planta 2ª exterior,,0,,calefacción individual: gas natural,83213914,Piso,,1,Renteria / Errenteria,Distrito Iztieta - Olibet," Oiartzun Kalea, Rentería , Urb. Iztieta , Distrito Iztieta - Olibet , Renteria / Errenteria , Donostialdea, Guipúzcoa ",Urb. Iztieta,"Oiartzun Kalea, Rentería","Donostialdea, Guipúzcoa",65,51,2019-04-01,"norte, oeste",140000,1,2,0,0,0,
"Piso en Venta en Errenteria Kaputxinos Gipuzkoa:,Vivienda situada en Rentería, en el barrio de Capuchinos, a un paso del centro de la ciudad. Está bien comunicada con transportes públicos, tanto autobús dirección San Sebastián, Irun, Hondarribia, etc. como topo (EUSKOTREN) Lasarte – Oria – Hendaia, y tren ( RENFE CERCANÍAS SAN SEBASTIÁN ) Irun – Brinkola.,El piso está reformado completamente. Hace un mes que han terminado las obras. Se ha renovado la electricidad, suelos, paredes, puertas, ventanas, iluminación… Es muy luminoso, ya que es una vivienda y edificio alto (Torres de Capuchinos).,El inmueble de 58 m2, consta de salón (con salida a balcón), cocina independiente con todos los electrodomésticos necesarios, 2 habitaciones una de ellas doble, un baño y cuarto para la lavadora.,El piso está amueblado completamente. Tiene gran armario empotrado en el salón, que sirve de pequeño trastero. Calefacción eléctrica, con radiadores de bajo consumo en toda la vivienda. Tiene suelo de gres recién puesto. Ventanas de pvc de doble cristal térmico.,El edificio tiene estructura de hormigón, dos ascensores y está libre de barreras arquitectónicas.,Condiciones Generales: Los datos expuestos nos han sido facilitados por terceros como meramente informativos y se suponen correctos. Pisos Mil no garantiza su veracidad. La oferta puede estar sujeta a imprecisiones, errores, omisiones no intencionadas, cambios de precio y / o la retirada del mercado sin previo aviso. Los impuestos que gravan la transmisión (como ITP, IVA, AJD), los gastos de Notaría y Registro de la Propiedad y los honorarios de la agencia inmobiliaria son de cargo del comprador/arrendatario.",Anuncio actualizado el 7 de marzo,0,1,1,1,0,segunda mano/buen estado,1970,en trámite,planta 7ª exterior,,0,,calefacción individual: eléctrica,83407618,Piso,,1,Renteria / Errenteria,Distrito Capuchinos - Galtzaraborda," , Distrito Capuchinos - Galtzaraborda , Renteria / Errenteria , Donostialdea, Guipúzcoa ",,,"Donostialdea, Guipúzcoa",58,,2019-04-01,,162000,1,2,0,0,0,
"Vivienda en zona llana y tranquila de Renteria. 3 dormitorios, salón-comedor, cocina completamente equipada y 2 baños. Uno de los baños en el dormitorio principal. Armarios empotrados en las habitaciones. Vivienda luminosa. Muy bien conservada. Calefacción de gas natural. Ascensor sin barreras en el edificio. Raya de garaje y trastero incluido en el precio. Bien comunicada, con parada de topo muy cerca. Ubicada en zona tranquila y rodeada de zonas verdes. Construcción reciente y fachada nueva.",Anuncio actualizado el 12 de marzo,0,0,2,0,0,segunda mano/buen estado,1998,en trámite,planta 1ª exterior,plaza de garaje incluida en el precio,0,,,39457494,Piso,,1,Renteria / Errenteria,Distrito Lartzabal - Gabierrota," , Distrito Lartzabal - Gabierrota , Renteria / Errenteria , Donostialdea, Guipúzcoa ",,,"Donostialdea, Guipúzcoa",88,78,2019-04-01,norte,284000,0,3,1,0,1,
"Vivienda totalmente reformada cerca del centro de Rentería, en zona plana sin cuestas. Consta de dos dormitorios, cocina americana con sala, baño y balcón a la calle. Tiene parada de autobus, tren y topo cercanas. Situado en una zona con comercios, entidades bancarias, parques, etc. Vivienda con muy buena relación calidad-precio, ya que no necesita hacerle nada para entrar. Se entrega completamente amueblado tal como aparece en las fotografías publicadas en este anuncio.",Anuncio actualizado el 24 de enero,0,1,1,0,0,segunda mano/buen estado,,en trámite,planta 1ª exterior,,0,,calefacción individual: gas natural,83989211,Piso,,0,Renteria / Errenteria,Distrito Iztieta - Olibet," Oiartzun Kalea, Rentería , Distrito Iztieta - Olibet , Renteria / Errenteria , Donostialdea, Guipúzcoa ","Oiartzun Kalea, Rentería",,"Donostialdea, Guipúzcoa",51,50,2019-04-01,,122000,0,2,0,0,0,
"VIVIENDA CON VISTAS AL RIO EN EL CENTRO DE RENTERIA,Edificio de Hormigón con ascensor.,Vivienda exterior en esquina, con mucha luz y sol.,Distribución: Sala exterior con ventana ,Cocina amplia con ventana y salida a balcón, con Vistas al Rio,,2 Dormitorios exteriores, uno con ventana y otro con balcón, Vistas al Rio,Baño con ventana patio de casa,Hall con un pequeño armario-empotrado,Ideal como inversión para alquilar,ZONA CENTRICA DE RENTERIA.",Anuncio actualizado el 22 de febrero,0,1,1,0,0,segunda mano/buen estado,,,planta 5ª exterior,,0,,no dispone de calefacción,40101374,Piso,,1,Renteria / Errenteria,Distrito Iztieta - Olibet," Iztieta Pasealekua Ibilbidea , Distrito Iztieta - Olibet , Renteria / Errenteria , Donostialdea, Guipúzcoa ",Iztieta Pasealekua Ibilbidea,,"Donostialdea, Guipúzcoa",55,46,2019-04-01,"este, oeste",143000,0,2,0,0,0,
"Renteria, Galtzaraborda, cerca de las piscinas, se vende piso todo exterior, soleado a ventanas y balcones.,Consta de tres habitaciones, amplia cocina comedor, salón, un baño amplio y un trastero tendedero en vivienda.,Buen estado, suelos de madera.,Edificio rehabilitado con ITE pasada y con ascensor.",Anuncio actualizado el 23 de enero,0,0,1,0,0,segunda mano/buen estado,,en trámite,planta 2ª exterior,,0,,,81577502,Piso,,1,Renteria / Errenteria,Distrito Capuchinos - Galtzaraborda," mandoegui , Distrito Capuchinos - Galtzaraborda , Renteria / Errenteria , Donostialdea, Guipúzcoa ",mandoegui,,"Donostialdea, Guipúzcoa",75,,2019-04-01,,150000,0,3,0,0,0,
"75 m² construidos,3 habitaciones,1 baño. buen estado,Planta 2ª exterior.,Con ascensor,Renteria, Galtzaraborda, cerca de las piscinas, se vende piso todo exterior, soleado a ventanas y balcones.,Consta de tres habitaciones, amplia cocina comedor, salón, un baño amplio y un trastero tendedero en vivienda.,Buen estado, suelos de madera.,Edificio rehabilitado con ITE pasada y con ascensor.",Anuncio actualizado el 23 de enero,0,1,1,1,0,segunda mano/buen estado,,en trámite,planta 2ª exterior,,0,,,81594058,Piso,,1,Renteria / Errenteria,Distrito Capuchinos - Galtzaraborda," maondegui , Distrito Capuchinos - Galtzaraborda , Renteria / Errenteria , Donostialdea, Guipúzcoa ",maondegui,,"Donostialdea, Guipúzcoa",75,72,2019-04-01,,150000,0,3,0,0,0,
"Piso en la calle Medio nº 4, en Errentería, Guipúzcoa. Vivienda situada en un primer piso en una zona monumental que cuenta con un dormitorio, un cuarto de baño y una cocina totalmente amueblada y equipada conectada con el salón. Dispone de calefacción por toda la casa, de amplios ventanales, balcones y se encuentra en un lugar con todo tipo de servicios y comodidades, con el Puerto de Lezo muy cerca y, también, la Playa de la Kontxa y el centro de San Sebastián a menos de 20 minutos en coche por la GI-20. Llámanos y te informaremos de ésta y más viviendas.,Éste es sólo uno de los más de 30.000 inmuebles que tenemos para ti. Descubre más en Aliseda Inmobiliaria.",Anuncio actualizado el 21 de marzo,0,0,1,0,0,,,en trámite,planta 1ª,,0,,,82910408,Piso,,,Renteria / Errenteria,Distrito Centro," Calle Erdiko, 17 -1 , Distrito Centro , Renteria / Errenteria , Donostialdea, Guipúzcoa ","Calle Erdiko, 17 -1",,"Donostialdea, Guipúzcoa",61,,2019-04-01,,155900,0,1,0,0,0,
"REFORMADO. Piso a capricho completamente exterior. Con un amplio salón comedor, tres dormitorios, cocina exterior y un cuarto de baño. Ascensor a cota cero. Fachada, tejado y portal reformados sin obras pendientes.  Para más información, llame a nuestros teléfonos en horario comercial, estaremos encantados de atenderles y ofrecerles mas inmuebles de su interés, gracias., ,.",Anuncio actualizado el 17 de febrero,0,0,1,0,0,segunda mano/buen estado,1976,,planta 1ª exterior,,0,,,40516838,Piso,,1,Renteria / Errenteria,Distrito Beraun - Pontika," Calle Beraun , Distrito Beraun - Pontika , Renteria / Errenteria , Donostialdea, Guipúzcoa ",Calle Beraun,,"Donostialdea, Guipúzcoa",97,90,2019-04-01,,255000,0,3,0,0,0,
"Vivienda a REFORMAR, en la zona de Gastaño. Vistas despejadas. Dispone de zona de aparcamiento., , Se compone de: Sala comedor, amplia cocina, 2 habitaciones dobles y baño con bañera., ,Para más información, llame a nuestros teléfonos en horario comercial. Estaremos encantados de atenderles y ofrecerles más inmuebles de su interés. Gracias.",Anuncio actualizado el 17 de febrero,0,0,1,0,0,segunda mano/para reformar,1964,,bajo exterior,,1,,,83233717,Piso,,0,Renteria / Errenteria,Distrito Agustinas," Gaztaño Auzoa , Distrito Agustinas , Renteria / Errenteria , Donostialdea, Guipúzcoa ",Gaztaño Auzoa,,"Donostialdea, Guipúzcoa",65,60,2019-04-01,,120000,0,2,0,0,0,
"Se vende vivienda en el centro Errenteria, Calle Arriba, piso de 40 m2, planta 2ª sin ascensor, consta de 2 habitaciones, cocina, baño.,vivienda a estrenar después de reforma entera.",Anuncio actualizado el 25 de marzo,0,0,1,0,0,segunda mano/buen estado,,en trámite,planta 2ª exterior,,0,,,84804214,Piso,,0,Renteria / Errenteria,Distrito Centro," Calle Arriba , Distrito Centro , Renteria / Errenteria , Donostialdea, Guipúzcoa ",Calle Arriba,,"Donostialdea, Guipúzcoa",45,40,2019-04-01,,125000,0,2,0,0,0,
"Ubicado en Errenteria, el apartamento dispone de una superficie útil aproximada de 43m². Se distribuye en cocina-comedor, 2 dormitorios, 1 baño con ducha y trastero añejo. La vivienda cuenta con calefacción de gas natural, ventanas de doble acristalamiento, acceso para personas con movilidad reducida y ascensor en el edificio. Se encuentra cerca de todos los servicios necesarios, entidad bancaria, supermercados….",Anuncio actualizado el 14 de marzo,0,0,1,0,0,,,no indicado,planta 3ª,,0,,,83449545,Piso,,1,Renteria / Errenteria,Distrito Iztieta - Olibet," Calle Irun , Urb. Apartamento en Iztieta , Distrito Iztieta - Olibet , Renteria / Errenteria , Donostialdea, Guipúzcoa ",Urb. Apartamento en Iztieta,Calle Irun,"Donostialdea, Guipúzcoa",55,,2019-04-01,,119000,0,2,1,0,0,
"ERRENTERIA, PISO COMPLETAMENTE EXTERIOR EN EL CENTRO DE RENTERIA., , Piso de 60 metros útiles en el centro de Renteria para reformar., , Compuesto de: dos dormitorios, salón, baño y cocina con salida a balcón. Es una vivienda completamente exterior y con mucha luz natural.  , , Con orientaciones Este y Norte.  , , El edificio es de estructura mixta. Fachada con aislante, tejado y portal renovados recientemente. Es una segunda planta (con altura real de un primero) sin ascensor, con posibilidades de instalación. Tienes unos gastos de comunidad de 35 € mensuales., , Ubicado en zona tranquila pero céntrica y bien comunicada. Con vistas a parque público y calle transitada., , ¡Si quieres verlo No tienes más que llamarnos!.  , , REFERENCIA: VYT095,, , Dirección: c/ Ferrerías 5 / Olaeta 5 Donostia, , M. 627 544 208, ,T 943 054 138.",Anuncio actualizado el 19 de febrero,0,0,1,0,0,segunda mano/para reformar,1910,en trámite,planta 2ª exterior,,0,,,35359945,Piso,,0,Renteria / Errenteria,Distrito Centro," , Distrito Centro , Renteria / Errenteria , Donostialdea, Guipúzcoa ",,,"Donostialdea, Guipúzcoa",65,60,2019-04-01,"norte, este",125000,0,2,0,0,1,
"AMPLIO Y SOLEADO PISO DE 110M2 EN LARTZABAL,Bonito piso en zona residencial muy tranquila, soleado, alto, con estupenda terraza orientada al sur, vistas muy despejadas, balcón y garaje.,La vivienda construida recientemente con materiales de primera calidad, es de planta muy cuadrada, cuenta con una superficie de 110 m2 y se distribuye de la siguiente manera:,Amplio Hall distribuidor,El Salón de muy buen tamaño, cuenta con un gran ventanal y tiene salida a la terraza orientada al sur, con vistas despejadas. Salón y Cocina están unidos y cuenta con una puerta corredera por si se quieren separar las estancias.,La Cocina con entrada independiente desde el Hall, está completamente equipada, tiene espacio suficiente para comer y una buena zona de trabajo. Dispone de salida a la terraza.,La Habitación Principal tiene un gran tamaño, hermosa ventana al sur, amplio vestidor con grandes armarios y espejos. Esta habitación cuenta con un estupendo Baño incorporado con ducha y preciosa bañera.,La vivienda dispone de un segundo Hall distribuidor por el que se accede al Baño principal de la vivienda, completo con ducha y a las otras dos Habitaciones, ambas de gran tamaño y exteriores con salida a balcón.,Zona para tender la ropa en la terraza.,Calefacción individual a gas con caldera comunitaria fuera de la vivienda.,Dispone de ascensor sin barreras arquitectónicas y directo al Garaje.,Garaje cerrado de 22m2 incluido en el precio,La vivienda está situada en una zona muy tranquila, rodeada de jardines y muy bien comunicada tanto por transporte público como privado.",Anuncio actualizado el 25 de marzo,0,1,2,1,0,segunda mano/buen estado,,en trámite,planta 5ª exterior,plaza de garaje incluida en el precio,1,,calefacción central: gas,39569672,Piso,,1,Renteria / Errenteria,Distrito Lartzabal - Gabierrota," Barrio Larzabal, 27 , Distrito Lartzabal - Gabierrota , Renteria / Errenteria , Donostialdea, Guipúzcoa ","Barrio Larzabal, 27",,"Donostialdea, Guipúzcoa",120,110,2019-04-01,sur,385000,1,3,1,0,1,
"RENTERIA, PRECIOSO DUPLEX EN ZONA DEL VERSALLES, 150M2, planta principal con cocina-comedor, gran salón, 3 dormitorios dobles, uno con baño incorporado. otro baño en pasillo, zona de estudio independiente con instalaciones para cocina, baño con bañera. muy luminoso. Podría hacerse un apartamento. materiales de primerísima calidad, ascensor, hormigón. edificio con pocos años. orientación ESTE Y SUR. OPCION GARAJE. POCOS GASTOS DE COMUNIDAD.",Anuncio actualizado el 3 de enero,0,0,3,1,0,segunda mano/buen estado,,no indicado,planta 2ª exterior,plaza de garaje por 20.000 eur adicionales,0,,,34691773,Dúplex,,1,Renteria / Errenteria,Distrito Capuchinos - Galtzaraborda," , Distrito Capuchinos - Galtzaraborda , Renteria / Errenteria , Donostialdea, Guipúzcoa ",,,"Donostialdea, Guipúzcoa",150,145,2019-04-01,"sur, este, oeste",350000,0,3,1,0,1,
"Errenteria. Beraun. Si buscas un piso en el que entrar a vivir ya, no sigas buscando, porque acabas de encontrarlo. Te presentamos esta preciosa vivienda reformada a capricho, con materiales de primera calidad, muy luminosa y soleada, con un amplio balcón desde el que podrás disfrutar tomando el sol con orientación sur al que se accede desde la sala, cocina y habitación principal. La cocina es amplia y con mucha luz natural, encimera de silestone, y totalmente equipada con electrodomésticos de alta gama. Cuarto de baño con ducha grande con mampara. las puertas son de roble macizas con ancho para silla de ruedas, y las ventanas de aluminio con rotura de puente térmico y doble cristal climalit, y persianas eléctricas. cuenta con calefacción de gas. Fácil accesibilidad con ascensor a cota cero. Rodeada de todos los servicios. Perfectamente comunicada con transportes públicos y con conexión directa a la autopista y autovía. Quieres visitarla? No pierdas la ocasión. llámame al 667-015-917 o al 943-51-26-13.",Anuncio actualizado el 4 de mayo,0,0,1,1,0,segunda mano/buen estado,,en trámite,planta 4ª exterior,,0,,,36940547,Piso,,1,Renteria / Errenteria,Distrito Beraun - Pontika," Calle Beraun , Urb. Beraun , Distrito Beraun - Pontika , Renteria / Errenteria , Donostialdea, Guipúzcoa ",Urb. Beraun,Calle Beraun,"Donostialdea, Guipúzcoa",85,72,2019-04-01,sur,220000,0,3,1,0,1,
"OCASIÓN PISO EN ELIAS SALABERIA DE TRES HABITACIONES DOS BAÑOS COCINA SALÓN COMEDOR, TRASTERO Y GARAJE INCLUIDO EN EL PRECIO,METROS. 75 m² construidos,HABITACIONES. 3 habitaciones,BAÑOS 2 baños,ESTADO. Buen estado,ALTURA. Planta 3ª exterior,EDIFICIO CONCon ascensor ,ESTADO BUEN ESTADO VISITARLA.,EXTERIOR.,Rentería, zona alta. Se vende piso amplio y todo exterior. Construcción reciente. Tiene 75 m 2. Consta de 3 hermosas habitaciones, 2 baños también exteriores, cocina - comedor y amplio salón. Ventanas y balcones. Suelos de madera y calefacción individual.,Muy buen estado.,Se vende con trastero y plaza hermosa de garaje con espacio para un monovolumen y dos motos.,VPO liberada, con derecho de superficie.",Anuncio actualizado el 8 de julio,0,0,2,0,0,segunda mano/buen estado,,en trámite,planta 3ª exterior,plaza de garaje incluida en el precio,0,,,81687224,Piso,,1,Renteria / Errenteria,Distrito Agustinas," Elias Salaberria , Distrito Agustinas , Renteria / Errenteria , Donostialdea, Guipúzcoa ",Elias Salaberria,,"Donostialdea, Guipúzcoa",75,70,2019-04-01,,207000,0,3,1,0,0,
"ERRENTERIA. CERCA DEL CENTRO. Se vende este bonito piso Completamente REFORMADO. Consta de 2 dormitorios, Sala, cocina totalmente equipada con salida a balcón, y baño con ducha. Los suelos y puertas son de Roble, y las ventanas de PVC con doble cristal CLIMALIT con aislamiento termico y acustico. Fachada hecha (2017) con aislamiento térmico SATE, ascensor a cota cero. Situado en zona peatonal, zona llana y sin cuestas, muy bien comunicado, próximo a la parada de Autobuses de la Avda. de Navarra (carretera principal); cerca del Centro Comercial Niessen, el Ambulatorio, y de la Estación de Trenes. A que estas esperando? Llamanos al 667015917 ò al 943512613 y ven a visitarlo.",Anuncio actualizado el 4 de enero,0,1,1,1,0,segunda mano/buen estado,,en trámite,planta 3ª exterior,,0,,,82063402,Piso,,1,Renteria / Errenteria,Distrito Iztieta - Olibet," Asrtigarraga , Urb. iztieta , Distrito Iztieta - Olibet , Renteria / Errenteria , Donostialdea, Guipúzcoa ",Urb. iztieta,Asrtigarraga,"Donostialdea, Guipúzcoa",65,56,2019-04-01,,160000,1,2,0,0,0,
"PISO EN VENTA EN RENTERIA FANDERIA: Amplio piso en venta de 120 m2, con terraza de 16 m2, muy luminoso, con salón comedor, cocina totalmente equipada, 3 habitaciones, la principal tipo suitte con baño, y otro baño con ducha. Piso en buen estado, semiamueblado, persianas motorizadas, suelo radiante, caldera de agua de 200L. Edificio con ascensor, cuarto de bicis, estructura de hormigón. Cerca de transportes públicos. CONDICIONES GENERALES: Los datos expuestos nos han sido facilitados por terceros como meramente informativos y se suponen correctos. Pisos Mil no garantiza su veracidad. La oferta puede estar sujeta a imprecisiones, errores, omisiones no intencionadas, cambios de precio y / o la retirada del mercado sin previo aviso. Los impuestos que gravan la transmisión (como ITP, IVA, AJD) y los gastos de Notaría y Registro de la Propiedad son de cargo del comprador.",Anuncio actualizado el 25 de noviembre,0,0,2,0,0,segunda mano/buen estado,2006,no indicado,planta 1ª exterior,,0,,calefacción individual: eléctrica,82355917,Piso,,1,Renteria / Errenteria,Distrito Agustinas," Calle Erramun Astibia , Distrito Agustinas , Renteria / Errenteria , Donostialdea, Guipúzcoa ",Calle Erramun Astibia,,"Donostialdea, Guipúzcoa",120,96,2019-04-01,,354000,0,3,1,0,1,
"Errenteria. Alaberga zona alta. Totalmente exterior. Piso de 3 habitaciones, sala, cocina, baño. Suelos de baldosa, puertas de madera, ventanas de aluminio de doble cristal. Agua caliente con calentador eléctrico, ventanas de aluminio de doble cristal. Orientación este y oeste. Acometida de gas en la venatana. La vivienda esta en buen estado. Ideal para vivir en una zona tranquila muy bien comunicada. Ascensor al centro, autobus, ambulatorio, piscinas de verano.",Anuncio actualizado el 12 de febrero,0,0,1,0,0,segunda mano/buen estado,1958,,bajo exterior,,0,,no dispone de calefacción,82603055,Piso,,0,Renteria / Errenteria,Distrito Capuchinos - Galtzaraborda," Alaberga , Distrito Capuchinos - Galtzaraborda , Renteria / Errenteria , Donostialdea, Guipúzcoa ",Alaberga,,"Donostialdea, Guipúzcoa",75,70,2019-04-01,"este, oeste",120000,0,3,0,0,0,
