ad_description,ad_last_update,air_conditioner,balcony,bath_num,built_in_wardrobe,chimney,condition,construct_date,energetic_certif,floor,garage,garden,ground_size,heating,house_id,house_type,kitchen,lift,loc_city,loc_district,loc_full,loc_neigh,loc_street,loc_zone,m2_real,m2_useful,obtention_date,orientation,price,reduced_mobility,room_num,storage_room,swimming_pool,terrace,unfurnished
"EXCLSUIVA Fantástica casa construcción de lujo con aislamientos especiales en paredes, tuberías, tejados, etc.,Porche, txoko, jardín piscina, salón, habitación principal con baño incorporado, otra habitación, otro baño, cocina, Loft en ático zona de estar habitación y baño, totalmente actual y moderno. Garaje para 2 coches cerrados y capacidad de aparcamiento para varios coches sin molestar para accesos a cualquier parte de la casa. ,La parcela de terreno totalmente llana para jardin, huerta y cualquier otro uso.",Anuncio actualizado el 1 de enero,0,1,4,1,0,segunda mano/buen estado,,en trámite,3 plantas,plaza de garaje incluida en el precio,1,,,40391059, Casa o chalet independiente,,,Gordexola,Ibarra," Ibarra , Gordexola , Encartaciones, Vizcaya ",,,"Encartaciones, Vizcaya",5600,,2019-03-29,,630000,0,3,1,1,0,
,más de 5 meses sin actualizar,0,1,3,0,0,segunda mano/para reformar,,no indicado,3 plantas,,0,,,29962907, Casa o chalet independiente,,,Arcentales,"Lehendakari Agirre Hiribidea, 2"," Lehendakari Agirre Hiribidea, 2 , Arcentales , Encartaciones, Vizcaya ",,,"Encartaciones, Vizcaya",580,,2019-03-29,,199000,0,8,0,0,0,
,más de 5 meses sin actualizar,0,0,1,0,0,segunda mano/para reformar,,no indicado,2 plantas,,0,,,36046434, Casa rural,,,Sopuerta,"Las Muñecas Auzoa, 32"," Las Muñecas Auzoa, 32 , Sopuerta , Encartaciones, Vizcaya ",,,"Encartaciones, Vizcaya",260,,2019-03-29,,114000,0,3,0,0,0,
piso situado en una calle peatonal. trastero 6m. todas las habitaciones tienen conexión para tlf y televisión.,más de 5 meses sin actualizar,0,0,1,0,0,segunda mano/buen estado,,,planta 1ª exterior,,0,,,304179,Piso,,0,Balmaseda,"Calle Correria, 38"," Calle Correria, 38 , Balmaseda , Encartaciones, Vizcaya ",,,"Encartaciones, Vizcaya",80,,2019-03-29,,147000,0,2,1,0,0,
"Se vente Casa Rústica con terreno en Karrantza, ubicada entre los barrios de Sierra y Aldeacueva.,Casa de dos alturas con una superficie de 110 m2 por planta, con garaje anexo a la misma.,Para Reformar.",más de 5 meses sin actualizar,0,0,sin baños,0,0,segunda mano/para reformar,,no indicado,2 plantas,,0,,,81987796, Casa de pueblo,,,Carranza,"Aldeacueva Auzoa, 27"," Aldeacueva Auzoa, 27 , Carranza , Encartaciones, Vizcaya ",,,"Encartaciones, Vizcaya",120,110,2019-03-29,,40000,0,sin habitación,0,0,0,
"Casa completamente a reformar.,No tiene terreno.,Tiene 144 m² por planta. 3 Plantas. ,PRECIO A NEGOCIAR.",más de 5 meses sin actualizar,0,0,3,0,0,segunda mano/para reformar,,no indicado,,,0,,,82518974, Casa rural,,,Carranza,Barrio Aldeacueba s/n," Barrio Aldeacueba s/n , Carranza , Encartaciones, Vizcaya ",,,"Encartaciones, Vizcaya",430,,2019-03-29,,40000,0,5,0,0,0,
"Caserio situado a 15 km de bilbao. Consta de 2 vivendas, camarote, planta baja-choco, caseta y terreno de 600 m2. Para reformar.,270.500 euros",más de 5 meses sin actualizar,0,0,sin baños,0,1,segunda mano/para reformar,,no indicado,3 plantas,,1,,,25511044, Casa rural,,,Güeñes,"Ribera de Iorgi, 13"," Ribera de Iorgi, 13 , Güeñes , Encartaciones, Vizcaya ",,,"Encartaciones, Vizcaya",600,,2019-03-29,sur,180000,0,sin habitación,1,0,0,
,más de 5 meses sin actualizar,0,0,2,1,0,segunda mano/buen estado,,,planta 1ª exterior,,0,,,25846411,Dúplex,,0,Carranza,"Calle Ambasaguas Auzoa, 83"," Calle Ambasaguas Auzoa, 83 , Carranza , Encartaciones, Vizcaya ",,,"Encartaciones, Vizcaya",94,92,2019-03-29,"sur, este, oeste",138000,0,3,1,0,1,
,más de 5 meses sin actualizar,0,0,2,1,0,segunda mano/buen estado,,en trámite,planta 2ª exterior,,1,,,26556081,Piso,,1,Güeñes,"Calle Euskadi Plaza, 3"," Calle Euskadi Plaza, 3 , Güeñes , Encartaciones, Vizcaya ",,,"Encartaciones, Vizcaya",70,,2019-03-29,"norte, este, oeste",249000,0,2,0,0,0,
,más de 5 meses sin actualizar,0,0,2,0,0,segunda mano/buen estado,,no indicado,planta 2ª exterior,,0,,,33370153,Ático,,0,Balmaseda,"Calle correria, 39"," Calle correria, 39 , Balmaseda , Encartaciones, Vizcaya ",,,"Encartaciones, Vizcaya",127,,2019-03-29,,160000,0,3,0,0,0,
,más de 5 meses sin actualizar,0,0,1,0,0,segunda mano/buen estado,,,planta 2ª exterior,,0,,,36123014,Piso,,0,Güeñes,"Calle Askatasuna, 6"," Calle Askatasuna, 6 , Güeñes , Encartaciones, Vizcaya ",,,"Encartaciones, Vizcaya",70,,2019-03-29,,100000,0,3,0,0,0,
"Piso de reciente construcción, cocina totalmente equipada, calefacción gas natural, gran terraza de16, 20m, ascensor. Garage incluido en el precio.",más de 5 meses sin actualizar,0,0,2,0,0,segunda mano/buen estado,,,planta 1ª exterior,plaza de garaje incluida en el precio,0,,,25479817,Piso,,1,Balmaseda,"Paseo de la Magdalena, 17"," Paseo de la Magdalena, 17 , Balmaseda , Encartaciones, Vizcaya ",,,"Encartaciones, Vizcaya",120,96,2019-03-29,,270000,0,3,0,0,1,
"Se vende piso en Balmaseda. Totalmente reformado y amueblado, a pocos metros de Plaza San Severino. Totalmente exterior y luminoso. Incluye parcela de garaje en mismo edificio muy amplia y trastero.",más de 5 meses sin actualizar,0,0,1,0,0,segunda mano/buen estado,,en trámite,planta 2ª exterior,plaza de garaje incluida en el precio,0,,,31122433,Piso,,0,Balmaseda,"Calle santo domingo, 18"," Calle santo domingo, 18 , Balmaseda , Encartaciones, Vizcaya ",,,"Encartaciones, Vizcaya",76,,2019-03-29,,149000,0,3,1,0,1,
"Soy el propietario y vendo este luminoso, amplio y bien distribuido piso de 97 m2 útiles en el que destaca el salón de 24 m2 y la cocina con 12 m2. Aparte, e incluidos en el precio: plaza de garaje de 14 m2 y camarote de 11 m2. Te animo a contactarme y quedamos para que lo veas sin ningún compromiso. Así podrás sentir si es el hogar que se adapta a tus necesidades.",más de 5 meses sin actualizar,0,1,2,0,0,segunda mano/buen estado,,,planta 1ª exterior,,1,,,35227313,Piso,,0,Zalla,"Barrio el Baular, 9"," Barrio el Baular, 9 , Zalla , Encartaciones, Vizcaya ",,,"Encartaciones, Vizcaya",111,97,2019-03-29,"este, oeste",225000,0,3,1,0,1,
"Precioso piso de reciente construccion con 90 metros. Dispone de gran salon comedor, 3 habitaciones con armarios empotrados, 2 baños, cocina, parcela de garage, trastero, ascensor, calefaccion de gas natural, ventanas de pvc con doble cristal.. . Amueblado a capricho. 162.000 euros mas mobiliario. Gran oportunidad. Preferiblemente contactar por telefono.",más de 5 meses sin actualizar,0,0,2,1,0,segunda mano/buen estado,,,planta 3ª exterior,plaza de garaje incluida en el precio,0,,,38316178,Piso,,1,Zalla,"Calle Nicolas Maria Urgoiti, 8"," Calle Nicolas Maria Urgoiti, 8 , Zalla , Encartaciones, Vizcaya ",,,"Encartaciones, Vizcaya",95,90,2019-03-29,,162000,0,3,1,0,0,
"Casa del siglo XIX en el valle de Karrantza(Aldeacueva), de 400 m2 distribuidos en 3 plantas diáfanas, con mas de 6000 m2 de terreno. Tejado reformado recientemente. Jardín.,Precio negociable.",más de 5 meses sin actualizar,0,0,2,0,0,segunda mano/para reformar,,no indicado,3 plantas,,0,,,39063492, Caserón,,,Carranza,Calle Barrio Aldeacueva s/n," Calle Barrio Aldeacueva s/n , Carranza , Encartaciones, Vizcaya ",,,"Encartaciones, Vizcaya",6000,,2019-03-29,,180000,0,4,0,0,0,
El piso está reformado como se puede observar. lo único que no dispone es de calefacción a gas. se vende amueblado también existe posibilidad de alquiler con opción a compra.,más de 5 meses sin actualizar,0,0,1,0,0,segunda mano/buen estado,,,planta 5ª exterior,,0,,,39788572,Piso,,0,Gordexola,"Sandamendi Auzoa, 22"," Sandamendi Auzoa, 22 , Gordexola , Encartaciones, Vizcaya ",,,"Encartaciones, Vizcaya",65,60,2019-03-29,,95000,0,2,0,0,0,
"- Tiene parking,- Tiene parque infantil ,- Fachada recién hecha,- Foso séptico sellado recientemente ,- Escalera recién pintada ,- Transporte público cercano,- Barrio muy tranquilo.,- Instalación eléctrica nueva,- suelo parcialmente nuevo.",más de 5 meses sin actualizar,0,0,1,0,0,segunda mano/buen estado,,,planta 5ª exterior,,0,,,33969473,Piso,,0,Balmaseda,"Calle nocedal, 25"," Calle nocedal, 25 , Balmaseda , Encartaciones, Vizcaya ",,,"Encartaciones, Vizcaya",68,57,2019-03-29,norte,148000,0,2,0,0,0,
"OCASIÓN Se vende precioso chalet individual de tres plantas situado en una zona residencial de Sodupe. Prácticamente equipado y para entrar a vivir. Imprescindible ver. Esta situado en una parcela de 1000 m2,-Planta baja 185 m2 útiles: Garaje, baño, txoko y cuarto de planchar. ,-Planta principal 107m2 útiles: cocina, baño, 1 habitación con otro baño en el interior y gran salón – comedor de 52 m2 con chimenea. ,-Planta superior 107 m2 útiles: 4 habitaciones y dos baños, uno de ellos dentro de una habitación. Y otra de las habitaciones con vestidor. ,Amplia terraza alrededor de la casa, con dos porches uno delantero y otro trasero, y jardín.",más de 5 meses sin actualizar,0,0,5,0,0,segunda mano/buen estado,,en trámite,3 plantas,plaza de garaje incluida en el precio,1,,,40468971, Casa o chalet independiente,,,Güeñes,"Mendiona Etorbidea, 28"," Mendiona Etorbidea, 28 , Güeñes , Encartaciones, Vizcaya ",,,"Encartaciones, Vizcaya",1000,400,2019-03-29,,900000,0,5,1,0,1,
"Piso en Sodupe con 3 habitaciones, cocina completa, sala, 1 baño completo y 83 mt2 útlies, se encuentra a 200mt2 de la estación del tren y autobús, fácil aparcamieto, entrada individual no gastos de la comunidad. (Ref. 7067-SODUPE).",Anuncio actualizado el 8 de marzo,0,0,1,1,0,segunda mano/buen estado,,,bajo exterior,,0,,,35919827,Piso,,0,Güeñes,," , Güeñes , Encartaciones, Vizcaya ",,,"Encartaciones, Vizcaya",86,83,2019-03-29,sur,85000,0,3,0,0,0,
"Piso en Sodupe para hacerle pequeña reforma al gusto propio, con 2 habitaciones, cocina, baño despensa, la vivienda está en un lugar tranquilo. (Ref. 6357-SODUPE).",Anuncio actualizado el 11 de abril,0,0,1,0,0,segunda mano/buen estado,,en trámite,planta 1ª exterior,,0,,,35997589,Piso,,0,Güeñes,," , Güeñes , Encartaciones, Vizcaya ",,,"Encartaciones, Vizcaya",60,55,2019-03-29,sur,52000,0,2,0,0,0,
,Anuncio actualizado el 4 de febrero,0,0,1,0,0,segunda mano/buen estado,,en trámite,2 plantas,,0,,,33338734, Caserón,,,Carranza,"lanzas agudas auzoa, 5"," lanzas agudas auzoa, 5 , Carranza , Encartaciones, Vizcaya ",,,"Encartaciones, Vizcaya",200,,2019-03-29,,60000,0,5,0,0,0,
"Piso en Zaramillo con 2 habitaciones, cocina para reformar, sala y baño. (Ref. 6419-ZARAMILLO).",Anuncio actualizado el 8 de marzo,0,0,1,1,0,segunda mano/para reformar,,en trámite,planta 3ª exterior,,0,,,35917819,Piso,,0,Güeñes,," , Güeñes , Encartaciones, Vizcaya ",,,"Encartaciones, Vizcaya",65,58,2019-03-29,sur,85000,0,2,0,0,0,
"Piso en Zaramillo con 2 habitaciones, cocina completa, salón comedor, 1 baño completo y 55 mt2 útiles,(Ref, 6851-ZARAMILLO).",Anuncio actualizado el 14 de marzo,0,0,1,0,0,segunda mano/buen estado,,en trámite,planta 1ª exterior,,0,,,35920172,Piso,,0,Güeñes,," , Güeñes , Encartaciones, Vizcaya ",,,"Encartaciones, Vizcaya",60,55,2019-03-29,norte,68000,0,2,0,0,0,
,Anuncio actualizado el 11 de marzo,0,0,1,0,0,segunda mano/buen estado,,no indicado,planta 1ª exterior,,0,,,31127145,Piso,,0,Balmaseda,"Calle martin mendia, 23"," Calle martin mendia, 23 , Balmaseda , Encartaciones, Vizcaya ",,,"Encartaciones, Vizcaya",90,80,2019-03-29,norte,150000,0,3,1,0,1,
,Anuncio actualizado el 18 de febrero,0,0,1,0,0,segunda mano/buen estado,,no indicado,planta 1ª exterior,,0,,calefacción individual: gas natural,27681234,Piso,,0,Balmaseda,"Calle Martin Mendia Kalea, 13"," Calle Martin Mendia Kalea, 13 , Balmaseda , Encartaciones, Vizcaya ",,,"Encartaciones, Vizcaya",100,85,2019-03-29,norte,155000,0,3,1,0,0,
"Vivienda en la Plaza San Severino con 114m2. Edificio reformado (mirador, tejado y portal). Dispone de chimenea en la sala de la vivienda.",Anuncio actualizado el 18 de diciembre,0,0,1,0,0,segunda mano/para reformar,,no indicado,planta 1ª exterior,,0,,,35406322,Piso,,1,Balmaseda,"Plaza San Severino, 5"," Plaza San Severino, 5 , Balmaseda , Encartaciones, Vizcaya ",,,"Encartaciones, Vizcaya",114,,2019-03-29,,200000,0,3,0,0,0,
"CASA EN CARRANZA,Se vende casa en carranza con 1000m2 de terreno, agua, luz, saneamiento publico y excelente carretera. tiene tres plantas de 140m2 cada una, con posibilidad de hacer (si se quiere) dos viviendas con entradas independientes. la casa esta para reformar.",Anuncio actualizado el 29 de octubre,0,0,1,0,0,segunda mano/para reformar,,no indicado,3 plantas,,0,,,36202923, Casa de pueblo,,,Carranza,Calle Barrio bernales s/n," Calle Barrio bernales s/n , Carranza , Encartaciones, Vizcaya ",,,"Encartaciones, Vizcaya",400,,2019-03-29,,60000,0,5,0,0,0,
,Anuncio actualizado el 15 de febrero,0,0,1,0,0,segunda mano/para reformar,,no indicado,bajo exterior,,0,,,84301068,Piso,,0,Balmaseda,"Calle Tenerias, 10"," Calle Tenerias, 10 , Balmaseda , Encartaciones, Vizcaya ",,,"Encartaciones, Vizcaya",70,,2019-03-29,,75000,0,3,0,0,0,
negociable.,Anuncio actualizado el 22 de febrero,0,0,1,0,0,segunda mano/buen estado,,no indicado,planta 3ª exterior,plaza de garaje incluida en el precio,0,,,25575129,Piso,,0,Sopuerta,"Calle Lehendakari Agirre, 4"," Calle Lehendakari Agirre, 4 , Sopuerta , Encartaciones, Vizcaya ",,,"Encartaciones, Vizcaya",75,,2019-03-29,"norte, sur, este",122000,0,3,0,0,1,
"Piso en venta en zalla, 3 habitaciones, 1 baño equipado, para entrar a vivir, buena ubicación.",Anuncio actualizado el 27 de noviembre,0,0,1,0,0,segunda mano/buen estado,,en trámite,planta 1ª exterior,,0,,calefacción individual,83310183,Piso,,0,Zalla,"Mimetiz, 100"," Mimetiz, 100 , Zalla , Encartaciones, Vizcaya ",,,"Encartaciones, Vizcaya",80,75,2019-03-29,este,115000,0,3,1,0,0,
"- Superficie 345 m² en 3 plantas,- Planta baja: cuadra vacia,- 1ª Planta: 4 dormitorios, salón, cocina y baño,- 2ª Planta: sobrado,- Jardín de 350 m² solar.",Anuncio actualizado el 5 de junio,0,0,1,0,0,segunda mano/buen estado,,en trámite,1 planta,,1,,,26580432, Casa o chalet independiente,,,Carranza,," , Carranza , Encartaciones, Vizcaya ",,,"Encartaciones, Vizcaya",350,,2019-03-29,,125000,0,4,0,0,0,
"- Caserio con tejado nuevo,- Resto reforma total: fachada e interior,- 3 alturas.",Anuncio actualizado el 5 de junio,0,0,1,0,0,segunda mano/para reformar,,en trámite,1 planta,,0,,,838211, Casa o chalet independiente,,,Carranza,," , Carranza , Encartaciones, Vizcaya ",,,"Encartaciones, Vizcaya",200,,2019-03-29,,66111,0,1,0,0,0,
"Se vende piso en Sopuerta totalmente amueblado en c/ La Baluga, Plaza de garaje y camarote. Con magnificas vistas exteriores y muy luminoso. Se encuentra a un minuto de: Colegio San Viator, supermercado, piscinas, parques, bbk. Dispone de calefaccion, entrada, 3 habitaciones, Salón Comedor, 2 cuartos de baño (uno con cabina de hidromasaje), amplia cocina amueblada, balcón. Piso reformado y amueblado, para entrar a vivir. Comunidad de 6 vecinos. Soy particular. Interesados envio fotos.",Anuncio actualizado el 18 de diciembre,0,0,2,0,0,segunda mano/buen estado,,,planta 3ª exterior,plaza de garaje incluida en el precio,1,,,27330471,Piso,,0,Sopuerta,"Calle la Baluga Auzoa, 29"," Calle la Baluga Auzoa, 29 , Sopuerta , Encartaciones, Vizcaya ",,,"Encartaciones, Vizcaya",95,90,2019-03-29,,150000,0,3,1,0,0,
"- Superficie 60 m²,- salón,- 3 habitaciones,- cocina equip.,- 1 baño,- calefacción,- totalmente exterior y soleado,- entrar a vivir.",Anuncio actualizado el 5 de junio,0,0,2,0,0,segunda mano/buen estado,,en trámite,planta 2ª exterior,,0,,,498588,Piso,,0,Carranza,," , Carranza , Encartaciones, Vizcaya ",,,"Encartaciones, Vizcaya",60,,2019-03-29,,162500,0,3,0,0,0,
Apartamento 33 m² de 1 habitación con cocina americana totalmente equipada y baño. Trastero 7 m2.,Anuncio actualizado el 5 de junio,0,0,1,0,0,segunda mano/buen estado,,en trámite,planta 1ª,,0,,,498748,Piso,,0,Balmaseda,," , Balmaseda , Encartaciones, Vizcaya ",,,"Encartaciones, Vizcaya",33,,2019-03-29,,165000,0,1,1,0,0,
"Casa de campo en la zona de Karrantza, con una superficie de 147 m², distribuidos en Salón-comedor, 5 habitaciones, cocina, y 1 baño. Dispone de terraza con dos miradores y jardín de 3230 m2.",Anuncio actualizado el 5 de junio,0,0,1,0,0,segunda mano/buen estado,,en trámite,1 planta,,1,,,838373, Casa o chalet,,,Carranza,," , Carranza , Encartaciones, Vizcaya ",,,"Encartaciones, Vizcaya",441,,2019-03-29,,250000,0,5,0,0,1,
"- Superficie 98 m²,- Salón,- 3 habitaciones,- cocina,- 2 baños,- ascensor,- garaje y trastero,- totalmente exterior ,- 2 balcones.",Anuncio actualizado el 5 de junio,0,0,2,0,0,segunda mano/buen estado,,en trámite,planta 2ª exterior,,0,,,498915,Piso,,1,Carranza,," , Carranza , Encartaciones, Vizcaya ",,,"Encartaciones, Vizcaya",98,,2019-03-29,,192500,0,3,1,0,0,
"- Superficie 100 m²,- salón 25m2,- 4 habitaciones,- cocina equip.,- 2 baños,- calef y a/c gas nat.,- Exterior.",Anuncio actualizado el 5 de junio,0,0,2,0,0,segunda mano/buen estado,,en trámite,planta 1ª exterior,,0,,,672378,Piso,,0,Güeñes,," , Güeñes , Encartaciones, Vizcaya ",,,"Encartaciones, Vizcaya",100,,2019-03-29,,216000,0,4,0,0,0,
"Vivienda en la zona de Karrantza con una superficie de 80 m², distribuidos en salón, 3 habitaciones, cocina equipada, y 1 baño. Se encuentra amueblado y es totalmente exterior. ¡Para entrar a vivir!",Anuncio actualizado el 5 de junio,0,0,1,0,0,segunda mano/buen estado,,en trámite,planta 4ª exterior,,0,,,32547100,Piso,,0,Carranza,," , Carranza , Encartaciones, Vizcaya ",,,"Encartaciones, Vizcaya",80,,2019-03-29,,159268,0,3,0,0,0,
"Adosado de 90 m2 con 2 terrazas de 50 m2 cada una. Distribuidos en salón, 3 habitaciones, cocina equipada, 2 baños. Calefacción individual. En Karrantza.",Anuncio actualizado el 5 de junio,0,0,2,0,0,segunda mano/buen estado,,en trámite,planta 2ª,,0,,,33276162,Piso,,0,Carranza,," , Carranza , Encartaciones, Vizcaya ",,,"Encartaciones, Vizcaya",90,,2019-03-29,,153000,0,3,0,0,1,
casa de piedra.,Anuncio actualizado el 20 de marzo,0,0,1,0,0,segunda mano/buen estado,,no indicado,1 planta,,0,,,84744520, Casa de pueblo,,,Carranza,"Calle Arabuste Sangrices, 37"," Calle Arabuste Sangrices, 37 , Carranza , Encartaciones, Vizcaya ",,,"Encartaciones, Vizcaya",700,,2019-03-29,,180000,0,2,0,0,0,
"Precioso ático completamente reformado por un decorador, a estrenar por el comprador, en el centro de balmaseda y a un precio increible. Cocina totalmente equipada, hueco para armario empotrado en la habitación, salón comedor y baño completo., distribución:, 3 vecinos en el edificio, la casa dispone de:,portero automático.",Anuncio actualizado el 12 de febrero,0,0,1,1,0,segunda mano/buen estado,,no indicado,planta 5ª exterior,,0,,,1902959,Ático,,0,Balmaseda,," , Balmaseda , Encartaciones, Vizcaya ",,,"Encartaciones, Vizcaya",56,45,2019-03-29,,85500,0,1,0,0,0,
Sopuerta gran oportunidad piso situado en buena zona buena altura con vistas 2 habitaciones sala cocina baño y balcon.,Anuncio actualizado el 25 de enero,0,1,1,0,0,segunda mano/para reformar,,en trámite,planta 1ª exterior,,0,,,84030267,Piso,,0,Sopuerta,," , Sopuerta , Encartaciones, Vizcaya ",,,"Encartaciones, Vizcaya",75,70,2019-03-29,,53000,0,2,0,0,0,
,Anuncio actualizado el 14 de febrero,0,0,1,0,0,segunda mano/para reformar,,inmueble exento,2 plantas,plaza de garaje incluida en el precio,0,,,40336488, Casa o chalet independiente,,,Sopuerta,"El Castaño Auzoa, 22"," El Castaño Auzoa, 22 , Sopuerta , Encartaciones, Vizcaya ",,,"Encartaciones, Vizcaya",140,,2019-03-29,,180000,0,6,0,0,1,
"Se venden pisos de nueva construccion en Sopuerta, consta de 3 habitaciones, cocina, salon, 2 baños, calefaccion, ascensor, garaje y trastero.",Anuncio actualizado el 20 de febrero,0,0,2,0,0,segunda mano/buen estado,,no indicado,planta 1ª exterior,plaza de garaje incluida en el precio,0,,,28353205,Piso,,1,Sopuerta,," , Sopuerta , Encartaciones, Vizcaya ",,,"Encartaciones, Vizcaya",90,,2019-03-29,,160000,0,3,1,0,0,
"Piso céntrico! de  3 dormitorios, cocina equipada, salón y  2 baño. Con balcón y terraza. Garaje.",Anuncio actualizado el 27 de abril,0,0,2,0,0,segunda mano/buen estado,1995,en trámite,planta 1ª exterior,plaza de garaje incluida en el precio,0,,,36387976,Piso,,1,Güeñes,," , Güeñes , Encartaciones, Vizcaya ",,,"Encartaciones, Vizcaya",83,,2019-03-29,,238000,0,3,0,0,1,
"Se vende chalet de 205 m2 construidos con 1.367 m2 de terreno en Zalla. Necesita reforma. Consta de planta baja: garaje, cocina-comedor, salon, aseo y cuarto de herramientas. Planta primera: 4 habitaciones y baño. Camarote.",Anuncio actualizado el 14 de marzo,0,0,2,0,0,segunda mano/buen estado,,en trámite,,,0,,,36861922, Casa o chalet independiente,,,Zalla,," , Zalla , Encartaciones, Vizcaya ",,,"Encartaciones, Vizcaya",1367,167,2019-03-29,,480000,0,4,0,0,0,
"Casa torre adosada a 3 min. De acceso a autovía., , planta baja, primera planta y camarote. Tejado nuevo., , 100 m2 por planta. 7.500 m2 de terreno llano., ,* consulte condiciones.",Anuncio actualizado el 8 de febrero,0,0,2,0,0,segunda mano/buen estado,,en trámite,,,0,,,39043286, Casa o chalet,,,Gordexola,," , Gordexola , Encartaciones, Vizcaya ",,,"Encartaciones, Vizcaya",300,250,2019-03-29,,160000,0,3,0,0,0,
"SODUPE, Se vende chalet de 150 m2 construidos con 1.300 m2 de terreno.,Consta de 3 habitaciones grandes, cocina, salón-comedor amplio y luminoso con chimenea, 2 baños, calefacción y garaje de 50 m2. ,El chalet tiene un porche y terraza.,Para entrar a vivir, amueblado. ,Presiosas vistas.,A 10 minutos de Bilbao. ,Cercano a transporte publico, centro de salud, bancos, parque, comercios,...",Anuncio actualizado el 5 de abril,0,1,2,0,0,segunda mano/buen estado,,en trámite,,plaza de garaje incluida en el precio,1,,,40021477, Casa o chalet independiente,,,Güeñes,," , Güeñes , Encartaciones, Vizcaya ",,,"Encartaciones, Vizcaya",1300,120,2019-03-29,,495000,0,3,1,0,1,
,Anuncio actualizado el 24 de marzo,0,0,1,0,0,segunda mano/buen estado,,no indicado,planta 3ª exterior,,0,,,34494619,Piso,,0,Zalla,"Calle maestra consuelo robredo, 6"," Calle maestra consuelo robredo, 6 , Zalla , Encartaciones, Vizcaya ",,,"Encartaciones, Vizcaya",75,,2019-03-29,,120000,0,3,1,0,1,
,Anuncio actualizado el 24 de marzo,0,0,5,0,0,segunda mano/para reformar,,no indicado,3 plantas,,0,,,35771906, Caserón,,,Lanestosa,"Calle Manuela Sainz de Rozas, 2"," Calle Manuela Sainz de Rozas, 2 , Lanestosa , Encartaciones, Vizcaya ",,,"Encartaciones, Vizcaya",2697,,2019-03-29,,225000,0,20,0,0,0,
,Anuncio actualizado el 26 de marzo,0,0,2,0,0,segunda mano/buen estado,,en trámite,planta 3ª exterior,,0,,,36699401,Dúplex,,1,Balmaseda,"Calle Pio Bermejillo, 15"," Calle Pio Bermejillo, 15 , Balmaseda , Encartaciones, Vizcaya ",,,"Encartaciones, Vizcaya",90,,2019-03-29,,241000,0,3,1,0,0,
"Piso reformado recientemente consta de 3 habitaciones, camarote, salón, cocina, baño y trastero de 6 mt2. Calefacción, la vivienda está ubicada a 5 minutos de tren y bus. (Ref. 7041-ZALLA).",Anuncio actualizado el 5 de febrero,0,0,1,1,0,segunda mano/buen estado,,en trámite,planta 3ª exterior,,0,,,30844735,Piso,,0,Zalla,," , Zalla , Encartaciones, Vizcaya ",,,"Encartaciones, Vizcaya",80,70,2019-03-29,norte,124000,0,3,1,0,0,
,Anuncio actualizado el 24 de marzo,0,0,1,1,0,segunda mano/buen estado,,en trámite,planta 2ª exterior,,0,,,40050785,Piso,,0,Zalla,"Barrio la Inmaculada, 12"," Barrio la Inmaculada, 12 , Zalla , Encartaciones, Vizcaya ",,,"Encartaciones, Vizcaya",65,,2019-03-29,,90000,0,2,0,0,0,
"PRECIOSO PISO de dos dormitorios. El principal con vestidor y baño completo. Cocina totalmente equipada, baño con bañera y amplio salón. Incluye una plaza de garaje y trastero. La vivienda es de VPO.",Anuncio actualizado el 9 de enero,0,0,2,0,0,segunda mano/buen estado,,en trámite,bajo exterior,plaza de garaje incluida en el precio,0,,calefacción individual: gas natural,83780280,Piso,,1,Balmaseda,," , Balmaseda , Encartaciones, Vizcaya ",,,"Encartaciones, Vizcaya",85,,2019-03-29,,149000,0,2,1,0,0,
"Precioso piso de tres dormitorios TOTALMENTE REFORMADO. La vivienda cuenta además con un baño completo, salón, cocina equipada, despensa y terraza con vistas al rio. El precio incluye un trastero de unos 10m.",Anuncio actualizado el 20 de febrero,0,0,1,0,0,segunda mano/buen estado,,en trámite,planta 3ª exterior,,0,,,83780459,Piso,,0,Zalla,," , Zalla , Encartaciones, Vizcaya ",,,"Encartaciones, Vizcaya",75,,2019-03-29,,148900,0,3,1,0,1,
,Anuncio actualizado el 3 de marzo,0,0,2,0,0,segunda mano/buen estado,,no indicado,entreplanta exterior,,1,,calefacción individual: gas natural,84068811,Piso,,1,Güeñes,"Calle Jose Miguel Arrieta Mascarua, 8"," Calle Jose Miguel Arrieta Mascarua, 8 , Güeñes , Encartaciones, Vizcaya ",,,"Encartaciones, Vizcaya",111,,2019-03-29,,210000,0,3,1,0,0,
"Chalet individual con 600 metros de terreno, de tres plantas, planta baja txoco con cocina, baño y terraza, 1ª planta, salón comedor, cocina equipada, dos habitaciones y baño, 2ª. planta, salón comedor, cuatro habitaciones y baño, transporte publico a pie de calle.",Anuncio actualizado el 5 de marzo,0,1,3,1,0,segunda mano/buen estado,,en trámite,3 plantas,plaza de garaje incluida en el precio,0,,calefacción individual,84298590, Casa o chalet independiente,,,Sopuerta,," , Sopuerta , Encartaciones, Vizcaya ",,,"Encartaciones, Vizcaya",600,180,2019-03-29,sur,270000,0,6,1,0,1,
